text,rating,sentiment,clean_text
"Barang sudah terima, sesuai dengan gambar, packing rapi, recomended seller",5,Positif,terima sesuai gambar kemasan rapi rekomendasi
"Selalu puas belanja di sini. Yang berminat beli wallpaper dinding, yuk kunjungi IMPORTIR WALLPAPER JKT. Harganya murah. 👍",5,Positif,puas berminat wallpaper dinding yuk kunjungi importir wallpaper jkt harganya murah
Bagus. Recommended seller👌👍👏😍🙏,5,Positif,bagus recommended
"Walaupun telat memberi ulasan tapi barang Good, pengiriman cepat, respon baik..",5,Positif,telat ulasan good cepat respon
"packing OK, kualitas OK. yg ini mantab lah",5,Positif,kemasan kualitas mantab
Keren buat pakai sehari2,5,Positif,keren pakai sehari
"Saya pelanggan yg puas,dan sellernya fast response dan sabar :)
Terimakasih",5,Positif,pelanggan puas sellernya fast response sabar terimakasih
Packing rapih bgt...barang cepat sampai...sudah ditest and work well...nice....👍,5,Positif,kemasan rapih banget cepat ditest and work well nice
"Ini sepatu kedua aku, dan seperti pembelian sebelumnya aku puas banget!

Sebelumnya aku beli yang warna pink dan waktu dipake jalan ke mall banyak mata yang ngeliatin sepatu aku wkwkwkwk..
Jadinya beli lagi yang hitam dan memang juga bagus banget 😍",5,Positif,sepatu pembelian puas banget warna pink dipake jalan mall mata ngeliatin sepatu wkwkwkwk hitam bagus banget
"quality ok, tp motifnya baby boy. pdhl request baby girl..😅",5,Positif,quality motifnya baby boy pdhl request baby girl
Terimakasih barang sudah diterima dengan baik...,5,Positif,terimakasih diterima
"Alhamdulillah,barang sangat bagus",5,Positif,alhamdulillah bagus
mantab dan seauai gan barangnya tapi sayangnya bantalan dalam sepatunya kok lebih kecil ya itu aj sih,5,Positif,mantab seauai gan barangnya sayangnya bantalan sepatunya ya sih
"penjual response cepat, barang sesuai.. mantap",5,Positif,penjual response cepat sesuai bagus
Sudah diterima... aman ...,5,Positif,diterima aman
"Thanks gan barangnya sdh sampai,..",5,Positif,terima kasih gan barangnya
"cepet sampe barangnya.. mudah2an awet, thanks seller",5,Positif,cepat sampe barangnya mudah an awet terima kasih
Produk asli udh pasti ciaamik,5,Positif,asli udh ciaamik
"barang ok, pengiriman cepat",4,Positif,cepat
Barang bagus sesuai perkiraan.,5,Positif,bagus sesuai perkiraan
"good , and recommended seller",5,Positif,good and recommended
"Barang sudah sampai, sukses selalu",5,Positif,sukses
"Barang cepet nyampee bang, seep",5,Positif,cepat nyampee bang seep
"Pelayanan cepat,.siang order malamnya langsung sampai barangnya,..sayangnya ga ada bonus atau promo,..",5,Positif,pelayanan cepat siang malamnya langsung barangnya sayangnya bonus promo
seriusan ada Tulisan AMP mantep... tinggal cramoing,5,Positif,seriusan tulisan amp mantep tinggal cramoing
"Barang sudah sampai dan produk bekerja dengan baik Thanks, smoga sukses gan",5,Positif,terima kasih smoga sukses gan
"barang cocok, kualitas lumayan, trims",5,Positif,cocok kualitas lumayan trims
bagus imut bngat anakku suka,5,Positif,bagus imut bngat anakku suka
"Great seller !! Barang sesuai deskripsi, garansi TaM !! Mantap!!",5,Positif,great sesuai deskripsi garansi tam bagus
"Penjual ramah, barang cepat sampai",4,Positif,penjual ramah cepat
Terimakasih barangnya udah sampai.,5,Positif,terimakasih barangnya
Barang ori harga bersaing. Seller responsif dan informatif. Recommended.,5,Positif,asli harga bersaing responsif informatif recommended
mantapppppppppppppppp,5,Positif,mantapp
"produk bagus, dan packing pengiriman bagus",5,Positif,bagus kemasan bagus
barang sesuai pesanan. respon n layanan cepat,5,Positif,sesuai pesanan respon layanan cepat
biar bintang yg menjawaaaab,5,Positif,biar bintang menjawaab
barang cocok pengiriman cepat,5,Positif,cocok cepat
"Good,, barang sesuai gambar, cpet jga prosesnya,, tunggu orderan berikutnya",5,Positif,good sesuai gambar cpet jga prosesnya tunggu orderan
Battery yg dikirim memang KI04 namun jika di spec 15.2 v yang dikirim 14.8 v.,4,Positif,battery dikirim ki spec dikirim
Fast Respon. Recomended seller.,5,Positif,fast respon rekomendasi
"Produk bagus, rekomended selle",5,Positif,bagus rekomended selle
"Sepatu ketigaa dr alivee,  ga pernah kecewaaa❤😍",5,Positif,sepatu ketigaa dr alivee kecewaa
Mantap kali . Makin ganteng abang makenya . Seller jg responsive . mantap lah,5,Positif,bagus kali ganteng abang makenya jg responsive bagus
Barang ori..pengiriman cepat...,5,Positif,asli cepat
Barang sesuai gambar... walau sedikit slow respon tp masih OK.. thx Gan,4,Positif,sesuai gambar slow respon terima kasih gan
pelayanan sangat baik. barang ori bagus berfungsi baik. pengiriman secepat kilat. recomended,5,Positif,pelayanan asli bagus berfungsi secepat kilat rekomendasi
Barang sudah nyampe dengan kondisi yg baik..recomended seller...moga awet,5,Positif,nyampe kondisi rekomendasi moga awet
Sangat bai pelayanannya barang sesuai best seller..,5,Positif,bai pelayanannya sesuai best
"Terima kasihhh
Barang sudah sampai",5,Positif,terima kasihh
Mantapppppppppppppppppppppppppppppppppppppppp,5,Positif,mantapp
"ada harga ada rupa, mudah2an awet barangnya",5,Positif,harga rupa mudah an awet barangnya
Barang sesuai dengan yg diharapkan. Berfungsi baik. Pengiriman cepat dan paket rapih. Sangat puas. Thanks.,4,Positif,sesuai diharapkan berfungsi cepat rapih puas terima kasih
"Bagus brgnya,  dapet bonus isinya jg lg.  Top markotop",5,Positif,bagus brgnya dapet bonus isinya jg lg top markotop
"Terima kasih, barang sudah nyampek.",5,Positif,terima kasih nyampek
Speaker lumayan buat temen santai cuma gk ngebas....,4,Positif,speaker lumayan temen santai gk ngebas
fast respont....brang sudah mendarat dengan selamat...terimakasih...,5,Positif,fast respont brang mendarat selamat terimakasih
"Lanjutkan......
................................",5,Positif,lanjutkan
Sampai dengan aman berfungsi baik,4,Positif,aman berfungsi
"Barang sesuai digambar. Pelayanan cepat, recomended seller.",4,Positif,sesuai digambar pelayanan cepat rekomendasi
Barang sampai dengan selamat dan aman,5,Positif,selamat aman
Produk sesuai dgn deskripsi dan sudah diterima dalam kondisi baik. Terima kasih,5,Positif,sesuai deskripsi diterima kondisi terima kasih
Terimakasih pengiriman cepat,5,Positif,terimakasih cepat
thanks barang sudah nyampe,5,Positif,terima kasih nyampe
mantap deh sesuai dengan deskripsi dan pengiriman super cepat,5,Positif,bagus deh sesuai deskripsi super cepat
Barang bagus. Sesuai deskripsi. Pengiriman cepat. Respon penjual cepat. Terima kasih,5,Positif,bagus sesuai deskripsi cepat respon penjual cepat terima kasih
Brang bagus s3suai harapan,4,Positif,brang bagus suai harapan
Mendarat dengan selamat sentosa produknya Good Quality,4,Positif,mendarat selamat sentosa produknya good quality
"Packing rapih, barang cepat sampai. Belum dicoba, mudah&#34;an bagus dan awet. Tks",5,Positif,kemasan rapih cepat dicoba mudah an bagus awet tks
"Komunikasi seller sangat baik, kualitas barang sesuai.",5,Positif,komunikasi kualitas sesuai
"Barang oke, packing oke, ori jg.",5,Positif,kemasan asli jg
"dipacking dgn baik, ada segel selotip..barang belum dipakai tapi terlihat dapat berfungsi dgn baik..made in china",5,Positif,dipacking segel selotip dipakai berfungsi made in china
"Barang sesuai deskripsi.
packing mantab
barang cepat sampai
pagi pesan sore sampe",5,Positif,sesuai deskripsi kemasan mantab cepat pagi sore sampe
"Produk sesuai deskripsi, kendala hanya di kurir lambat",5,Positif,sesuai deskripsi kendala lambat
Pelayanan cepat &amp; ramah,5,Positif,pelayanan cepat amp ramah
barang mantap sesuai pesanan..pengiriman juga cepat..makasih...,5,Positif,bagus sesuai pesanan cepat terima kasih
"Warnanya sesuai dengan pesanan realpict,packinganya rapi sehingga barangnya aman dan tdk lecet",5,Positif,warnanya sesuai pesanan realpict packinganya rapi barangnya aman lecet
Barang sudah diterima dengan sangat baik. terus dipertahankan untuk responnya,5,Positif,diterima dipertahankan responnya
"brg sudah diterima dengan selamat , sesuai dengan gambar , Tks 👍",5,Positif,diterima selamat sesuai gambar tks
"Memuaskan,barang sampai dg aman, packaging rapih, barang mantab.",5,Positif,memuaskan dg aman packaging rapih mantab
Barang sdh sesuai harapan,5,Positif,sesuai harapan
"Karen abis dh pokok na,,,thanks yach😊",5,Positif,karen abis dh pokok na terima kasih yach
"barang sudah di terima, belum sempat di coba",5,Positif,terima coba
Terimakasih pesanan sudah terima. Proses cepat harga murah paking rapih.,5,Positif,terimakasih pesanan terima proses cepat harga murah paking rapih
"Kualitas Mantap,,, Recomemded Bangeet,,,,,",5,Positif,kualitas bagus recomemded bangeet
Good. Sempat dapat yg cuma 1/2 jam langsung lowbatt. Untung bisa ganti unit. Terimakasih,4,Positif,good jam langsung lowbatt untung ganti unit terimakasih
"Pengiriman cepat, barang sesuai gambar dan deskripsi, kualitas semoga oke..",5,Positif,cepat sesuai gambar deskripsi kualitas semoga
Belanja yg ke 2x nya... tetap mantap,5,Positif,nya bagus
Sesuai gambar dan tepat waktu pengiriman nya,5,Positif,sesuai gambar nya
"mkasih mas. brang sampe lebih cepat di banding harapan sya :D sukses terus ya. selebihnya biar bintang yg berbicara ^^
kpan kpan balik lagi mas. :D",5,Positif,mkasih mas brang sampe cepat banding harapan sya sukses ya selebihnya biar bintang berbicara kpan kpan mas
barang sudah sampai dengan selamat,5,Positif,selamat
"pengiriman secepat kilat, mouse keren.
thanks gan.",5,Positif,secepat kilat mouse keren terima kasih gan
cepat & tepat... i like it :-),5,Positif,cepat like it
terimakasih tokopedia pesanan sudah saya terima,5,Positif,terimakasih pesanan terima
"Pengepakan rapih,kualitas sesuai dengan harganya cukup buat sehari hari",5,Positif,pengepakan rapih kualitas sesuai harganya sehari
Karena blm dipasang jd blm tau work apa ngga. Overall good,4,Positif,blm dipasang jd blm tau work ngga overall good
"Kiriman cepat,packing oj,barang ok",4,Positif,kiriman cepat kemasan oj
Barang sudah di terima sesuai pesanan dan kualitas bagus.,5,Positif,terima sesuai pesanan kualitas bagus
makasih....uda nyampek respon cepat...uda dicoba...mg awet...sukses buat pelapak...trims,5,Positif,terima kasih nyampek respon cepat dicoba mg awet sukses pelapak trims
"Sesuai yg tertera, barang oke, uhuy",5,Positif,sesuai tertera uhuy
Barang datang sangat suuuiiiippp sukaaaa,5,Positif,suuiipp sukaa
Stick nya berfungsi dgn baik. Pengiriman via gojeknya yg lama. Overall good. Thx gan,4,Positif,stick nya berfungsi via gojeknya overall good terima kasih gan
barang sudah sampai mba trima kasih,4,Positif,mba trima kasih
barang nya udah sampai . respon sangat cpt . dan brg nya bener   sudah di pake dengan normal .  thanks gan . lain kali ane beli di sini lg,5,Positif,nya respon cepat nya pakai normal terima kasih gan kali ane lg
"Packing rapi, response penjual baik. Produk sesuai banget. Cuma diameter nya ternyata kecil jd agak kurang pas ditangan saya yg gede 😁",4,Positif,kemasan rapi response penjual sesuai banget diameter nya jd pas ditangan gede
Jozzz Ghandozzz mantabz speaker T5 nya suara oke &amp; bass cukup utk harga yg murah meriah..,4,Positif,jozz ghandozz mantabz speaker nya suara amp bass harga murah meriah
"Kiriman cepat, respon cepat, barang ori dan bagus pokoknya oke banget...",5,Positif,kiriman cepat respon cepat asli bagus pokoknya banget
"Fast respon, tq barang ok pnya",5,Positif,fast respon tq pnya
Trims......................,5,Positif,trims
Bintang yang bicara terima kasih,5,Positif,bintang bicara terima kasih
Klo utk bayi yg msh 2 blnan atau ukuran kakinya baru 9cm ada tali pengikatnya,4,Positif,klo bayi msh blnan ukuran kakinya cm tali pengikatnya
Barang bagus cepat sampai ! Top deh,5,Positif,bagus cepat top deh
"Barang dah sampai, tp keliatan&#39;y bkn product kenmaster, krn ga ada nama merk di staples&#39;y
Tp cukup puas lah, barang bs digunakan dgn baik dan smga aweet
Thx ya",5,Positif,dah keliatan bkn product kenmaster nama merk staples puas smga aweet terima kasih ya
"Barang sudah sampai dan bagius sesuai yang ada di gambar ,",5,Positif,bagius sesuai gambar
"Barang sudah diterima, produk ok, terima kasih",5,Positif,diterima terima kasih
mantappppppppppppppppppppp,5,Positif,mantapp
"terimakasih 
bahan sepatu luarnya bagus dr bahan kanvas. bahan dalemnya juga lembut buat kulit bayi.pokoknya barang sesuai gambar. tp sayang bawahnya licin dan sangat tipis buat dipake jalan.",4,Positif,terimakasih bahan sepatu luarnya bagus dr bahan kanvas bahan dalemnya lembut kulit bayi pokoknya sesuai gambar sayang bawahnya licin tipis dipake jalan
"suka ama bahannya. responsnya cepat, sampainya pun cepat, tapi kayanya next time kalau pesan lagi harus ukuran XL deh hehe. Secara keseluruhan it's good",5,Positif,suka ama bahannya responsnya cepat sampainya cepat kayanya next time ukuran xl deh hehe it good
Sesuai pesanan mudah2an awet,5,Positif,sesuai pesanan mudah an awet
proses cepat respon baik.....,5,Positif,proses cepat respon
Mantaaappp..terima kasih banyak. Gan.. :),5,Positif,mantaapp terima kasih gan
Barang sesuai dengan pesanan Dan pengiriman tidak lama. Thanx gan,4,Positif,sesuai pesanan thanx gan
Barang sesuai deskripsi,5,Positif,sesuai deskripsi
bagußssssssssssssssssssssssssssssssssssssssss,5,Positif,bagu ss
"Respon cepat, kirim cepat, packing aman, barang sesuai.",5,Positif,respon cepat cepat kemasan aman sesuai
"Barang kondisi bagus, pengiriman sesuai jadwal",5,Positif,kondisi bagus sesuai jadwal
"Pelayanan cepat, barang sesuai pesanan. Kualitas ok. Recommended banget.",5,Positif,pelayanan cepat sesuai pesanan kualitas recommended banget
Barang sudah terima hari ini. Thanks. Nyangkut di JNE,4,Positif,terima terima kasih nyangkut jne
barang sudah diterima.,5,Positif,diterima
"Staples nya cukup bagus, terima kasih",5,Positif,staples nya bagus terima kasih
"Respon cepat, packing dan barang baik. (Recommended seller)",5,Positif,respon cepat kemasan recommended
Tengkyu Juragan Barangnya udah sampe ! udah di pake,5,Positif,tengkyu juragan barangnya sampe pakai
Produk bagus.. sesuai di gambar. Pengiriman cepat. Terima kasih,5,Positif,bagus sesuai gambar cepat terima kasih
"barang sampai dengan selamat, spek dan warna sesuai",5,Positif,selamat spek warna sesuai
PENGIRIMAN CEPAT...............,4,Positif,cepat
"Packing rapi, respon cepat, barang sesuai deskripsi. Recomended!",5,Positif,kemasan rapi respon cepat sesuai deskripsi rekomendasi
"Barang sesuai deskripsi, mantab",5,Positif,sesuai deskripsi mantab
"warna sesuai foto, dipakai berjam&#34;tungkai belakang agak sakit tapi teratasi dengan pake kaos kaki☺️",5,Positif,warna sesuai foto dipakai berjam tungkai sakit teratasi pakai kaos kaki
puas banget jam bagus berfungsi normal top deh,5,Positif,puas banget jam bagus berfungsi normal top deh
Saya suka desain biru klasik dan saya suka pada pandangan pertama,5,Positif,suka desain biru klasik suka pandangan
Kondisi mantap dan sesuai,5,Positif,kondisi bagus sesuai
"sesuai pesanan,, semoga awet barangnya",5,Positif,sesuai pesanan semoga awet barangnya
"Pelayanan sanagt cepat dan baik....product baik.....pengiriman cepat...recomended seller...joss
cma syang yg dikirim warna putih semua...",5,Positif,pelayanan sanagt cepat product cepat rekomendasi bagus cma syang dikirim warna putih
Barang sesuai pesanan dan sesuailah dengan harganya.,5,Positif,sesuai pesanan sesuailah harganya
trimaksh brang telah sampai dgn utuh.,5,Positif,trimaksh brang utuh
"Terima kasih,,,,,sdh diterima dengan baik.",5,Positif,terima kasih diterima
"mantap, barang cepat sampai, sesuai dgn yg dipesan, recommended seller",5,Positif,bagus cepat sesuai dipesan recommended
Proses &amp; pengiriman cepat,5,Positif,proses amp cepat
"terima kasih, switchnya sudah diterima. tapi belum dites.",5,Positif,terima kasih switchnya diterima dites
"barang bagus, pengirimannya cepat sampai. Terima Kasih.",5,Positif,bagus pengirimannya cepat terima kasih
Barang sesuai pesanan sampai tujuan cepat,5,Positif,sesuai pesanan tujuan cepat
"Produknya semua mantap.
Recommended seller. 👍👍👍👍👍",5,Positif,produknya bagus recommended
Bagus banget barang nya. Pesan hari ini dikirim hari ini. Respons cepat. Penjual ramah. :)))),5,Positif,bagus banget nya dikirim respons cepat penjual ramah
"Barang sudah sampai, proses dan pengiriman barang cepat, barang sesuai pesanan. Thankss",5,Positif,proses cepat sesuai pesanan thankss
barang sesuai dengan deskripsi...,4,Positif,sesuai deskripsi
barang sesuai deskripsi &amp; berfungsi dengan baik,5,Positif,sesuai deskripsi amp berfungsi
pelayanan cepat rapi mantab,5,Positif,pelayanan cepat rapi mantab
"Barang sampai dengan rapih, dan digunakan langsung bisa pakai . Mantul rekomen seller 👍🏻👍🏻",5,Positif,rapih langsung pakai bagus rekomen
Mantabbbbbbbbbb. Top sip,5,Positif,mantabb top bagus
Barang sampai dengan selamat,5,Positif,selamat
"Terima kasih, paket sudah diterima dengan aman. Produk sesuai deskripsi 👍🏻",5,Positif,terima kasih diterima aman sesuai deskripsi
